candidate_id,epoch_label,filter,filename,dataURI,mjd,detector,x_full,y_full,raw_flux,raw_fluxerr,raw_snr_err,empirical_ap_sigma,raw_snr_emp,n_blank_apertures,clean_flux,clean_fluxerr,clean_snr_err,x_2dg,y_2dg,x_com,y_com,sigma_x_pix,sigma_y_pix,n_mc_good,pixel_scale_mas,east_2dg_arcsec_raw_wcs,north_2dg_arcsec_raw_wcs,east_com_arcsec_raw_wcs,north_com_arcsec_raw_wcs,dq_or_r4,dq_center,dq_do_not_use,dq_saturated,dq_jump_det,dq_outlier,pair_attempt_rank
835615,early,F444W,jw01727066001_04101_00003_nrcblong_cal.fits,mast:JWST/product/jw01727066001_04101_00003_nrcblong_cal.fits,60315.26768207176,NRCBLONG,501.7583160482549,898.4194616094812,0.42870818078517914,0.09833093246867804,4.359850659625731,0.14561631883978843,2.94409434465142,60,,,,,,202.612794692142,198.34130917191882,,,0,63.29480044583402,,,0.05134820659032107,-0.2170677871063705,4103,6,True,True,True,False,1
835615,early,F444W,jw01727066001_04101_00004_nrcblong_cal.fits,mast:JWST/product/jw01727066001_04101_00004_nrcblong_cal.fits,60315.271782800926,NRCBLONG,505.3053110922535,803.9094185239849,-0.2852936238050461,0.09405477558275421,-3.033271006574569,0.0967919124573469,-2.9474944400005096,60,-0.2852936238050461,0.09405477558275421,-3.033271006574569,,,202.5262701972429,198.4836731822451,,,0,63.377535184873636,,,0.02875183692727091,-0.16439077069500052,32768,0,False,False,False,False,1
835615,late,F356W,jw05893016008_05101_00002_nrcalong_cal.fits,mast:JWST/product/jw05893016008_05101_00002_nrcalong_cal.fits,60812.79928248843,NRCALONG,60.95187203071398,171.8241664416813,-0.024728640913963318,0.05897063392482195,-0.4193382242674947,0.06478638109490276,-0.3816950491144027,60,-0.02864830195903778,0.0492154149385237,-0.5821001813115493,,,58.587257656900256,173.26482276416905,,,0,63.71486767348517,,,0.037437918330233196,-0.17172282929366642,4101,1,True,False,True,False,1
835615,late,F356W,jw05893012005_03101_00001_nrcblong_cal.fits,mast:JWST/product/jw05893012005_03101_00001_nrcblong_cal.fits,60817.40062836806,NRCBLONG,1818.0966831506748,156.46326923511276,-0.14390604197978973,0.06570126065883757,-2.190308687180917,0.0653516443401575,-2.2020263366404977,60,-0.14781655371189117,0.06570126065883757,-2.2498282716285773,,,198.02874230887628,158.01467715231763,,,0,63.81947567816927,,,0.046619993307481684,-0.15846957952208904,32768,0,False,False,False,False,1
835615,late,F356W,jw05893012005_05101_00001_nrcblong_cal.fits,mast:JWST/product/jw05893012005_05101_00001_nrcblong_cal.fits,60817.40746318287,NRCBLONG,1565.7589724270674,193.9952567849108,-0.0884883850812912,0.06161017806762125,-1.436262446509558,0.062582652528584,-1.4139443041484223,60,-0.09924031794071198,0.06161017806762125,-1.6107779761939522,,,196.95499932952706,196.46654212454393,,,0,63.75751639708231,,,0.08572853413436311,-0.22251460957409475,4097,0,True,False,False,False,1
835615,late,F356W,jw05893012005_05101_00002_nrcblong_cal.fits,mast:JWST/product/jw05893012005_05101_00002_nrcblong_cal.fits,60817.41218539352,NRCBLONG,1943.4071103377705,190.32564933473736,-0.17938083410263062,0.060519219485525334,-2.9640308587511437,0.07715653026401996,-2.324895034662807,60,-0.1805846095085144,0.060519219485525334,-2.983921654040923,,,197.05704515469398,191.98694581175752,,,0,63.79652966127438,,,0.024201322660667268,-0.23737024655500932,1103873,0,True,False,False,False,1
